experiment_name,model_name,accuracy,accuracy_interval_lower,accuracy_interval_upper,precision,precision_interval_lower,precision_interval_upper,recall,recall_interval_lower,recall_interval_upper,f1_score,f1_score_interval_lower,f1_score_interval_upper
experiment #7,Neural Network (EM),0.9782813975448535,0.9816581973388792,0.9903951607236812,0.990967741935484,0.985590792595794,0.9932127956298304,0.979591836734694,0.9874606662503764,0.996307244820754,0.9852469531751122,0.9876873997738356,0.9935651577226076
experiment #7,SVM (mean),0.9820585457979226,0.9798161656872956,0.9861880430368904,0.9835651074589128,0.975233955141731,0.9854281839599518,0.9923469387755102,0.969853560548749,0.9801082500945326,0.987936507936508,0.973334489082634,0.9817448611032916
experiment #7,SVM (EM),0.9820585457979226,0.9795120137861494,0.9872454852330038,0.9835651074589128,0.9751367390286346,0.986915673064619,0.9923469387755102,0.9696478739789488,0.9808132278298916,0.987936507936508,0.9729268560808904,0.9831136313394376
experiment #7,Decision Tree,0.9773371104815864,0.9718798534427432,0.9843073277820666,0.981012658227848,0.959292315508118,0.9801400596645362,0.9885204081632653,0.9662419669757696,0.9805633892704076,0.9847522236340532,0.9633087356698024,0.979458673147967
experiment #8,Neural Network (mean),0.9782813975448535,0.9580778194848684,0.9724282974320628,0.9871959026888604,0.9628624986459344,0.9743640352039468,0.9834183673469388,0.9801013373077164,0.99047631481591,0.9853035143769968,0.9721037806904242,0.9816297465575684
experiment #8,Neural Network (EM),0.9782813975448535,0.98322322632557,0.9914723545140348,0.9897039897039897,0.9872703286382536,0.9940326616927976,0.9808673469387756,0.9882036586584296,0.9965781957398228,0.9852658552210122,0.9887290198858776,0.994287825083636
experiment #8,SVM (mean),0.9830028328611898,0.9602462291264522,0.9679893167593414,0.9848101265822784,0.9614616421248106,0.9725557654463652,0.9923469387755102,0.9306121380930142,0.9459259308031456,0.98856416772554,0.9459542172591888,0.9567520646783048
experiment #8,SVM (EM),0.9811142587346552,0.9803433640192912,0.988304494168104,0.9798994974874372,0.976762002984082,0.987901480408274,0.9948979591836736,0.9707316566078028,0.9819669013792224,0.9873417721518988,0.9739884077124152,0.9845340325580364
experiment #8,Decision Tree,0.9763928234183192,0.9735403113981482,0.9856707311527668,0.9809885931558936,0.9627555987976792,0.9822301715426216,0.9872448979591836,0.9664425523153471,0.9823980648570788,0.9841068022886204,0.9653544542616004,0.9812171704132568
experiment #9,Neural Network (mean),0.9820585457979226,0.9840237228817464,0.9899171409767265,0.9872611464968152,0.9870803798710268,0.9932252275747318,0.9885204081632653,0.988971031548244,0.9958095377507344,0.9878903760356916,0.9892778327195556,0.9932391040054394
experiment #9,Neural Network (EM),0.9792256846081208,0.9818460938040892,0.9902058375723064,0.990979381443299,0.9856938997957272,0.9936146664924884,0.9808673469387756,0.9872692149833904,0.995991081874542,0.985897435897436,0.9878121982201252,0.993436477800025
experiment #9,SVM (mean),0.9820585457979226,0.979388069475889,0.9858614222671648,0.9835651074589128,0.974960578256833,0.98517285945327,0.9923469387755102,0.9689164166010368,0.979569359183857,0.987936507936508,0.9727479045128972,0.981307968942259
experiment #9,SVM (EM),0.9830028328611898,0.979235706729478,0.9871430071129448,0.9835858585858586,0.9748458946390364,0.9869134416958508,0.9936224489795918,0.9693958942342198,0.9803244668338796,0.9885786802030456,0.9725654300622022,0.9829695035626304
experiment #9,Decision Tree,0.9773371104815864,0.9720358227895144,0.9849082154456748,0.981012658227848,0.9595782539726392,0.98166917569318,0.9885204081632653,0.96674298009129,0.980086575708126,0.9847522236340532,0.9635159418794254,0.9802227411445662
experiment #10,Neural Network (mean),0.9820585457979226,0.9839749516708468,0.9907199158256758,0.9872611464968152,0.9864555125908496,0.9938730595129944,0.9885204081632653,0.9896100988909128,0.9961856988344616,0.9878903760356916,0.9892553448130696,0.993777548856746
experiment #10,Neural Network (EM),0.9792256846081208,0.9817180819466826,0.9895784191054984,0.992248062015504,0.9853180597728332,0.9934896264115112,0.979591836734694,0.9874407674546531,0.9953119151900812,0.9858793324775352,0.9877361375092152,0.9930094417737436
experiment #10,SVM (mean),0.975448536355052,0.977472676494738,0.9855098109325902,0.972568578553616,0.9756289967482844,0.9863625428973386,0.9948979591836736,0.962882258147846,0.9777655925236184,0.9836065573770492,0.9699793612613063,0.9807835863532046
experiment #10,SVM (EM),0.9820585457979226,0.9797927154469062,0.987342142062813,0.9847908745247148,0.9749516158260524,0.986368309877114,0.9910714285714286,0.970906712262655,0.9812689975552096,0.9879211697393516,0.9733397940734784,0.9832616711783544
experiment #10,Decision Tree,0.9782813975448535,0.9751809921183148,0.9866736998958096,0.983481575603558,0.9649968876941516,0.9826179253371334,0.9872448979591836,0.9687481645158176,0.9842963963015052,0.9853596435391472,0.9675005392622053,0.9825548483161816
experiment #11,Neural Network (mean),0.9820585457979226,0.982512082653588,0.9891610635460764,0.9872611464968152,0.9862324174311906,0.9930504183829516,0.9885204081632653,0.98826936324117,0.9944807492050164,0.9878903760356916,0.988269490424991,0.9927252673197206
experiment #11,Neural Network (EM),0.9782813975448535,0.9829340041732924,0.9898740708703998,0.9897039897039897,0.9857019973498994,0.9931195507549456,0.9808673469387756,0.98866349533946,0.9961170739595184,0.9852658552210122,0.9885530581339596,0.9932135383041224
experiment #11,SVM (mean),0.9820585457979226,0.9787719012113556,0.9860988053549676,0.9823455233291298,0.973795176034059,0.9856353535576478,0.9936224489795918,0.9686862849149096,0.9795402371402916,0.9879518072289156,0.9719749141360088,0.981603764707511
experiment #11,SVM (EM),0.9820585457979226,0.9799746785338552,0.987538250809512,0.9835651074589128,0.9757068254438578,0.9878624443977564,0.9923469387755102,0.9702418739412048,0.9807261995311968,0.987936507936508,0.9735507011643147,0.983479011375728
experiment #11,Decision Tree,0.980169971671388,0.97339745281836,0.9846779475454448,0.9847522236340532,0.9620913128038124,0.9805824220326216,0.9885204081632653,0.9676701969360983,0.9803833571263342,0.986632718014004,0.965239856794516,0.979912974841289
experiment #12,Neural Network (mean),0.9830028328611898,0.9850468081697844,0.9911589199751668,0.9885204081632653,0.9875235574062532,0.9938023904168742,0.9885204081632653,0.9901856530018104,0.99662537314996,0.9885204081632653,0.989972214211764,0.9940714566236432
experiment #12,Neural Network (EM),0.9782813975448535,0.9835280323366562,0.9911668351598664,0.990967741935484,0.9857393566871876,0.9941078050311568,0.979591836734694,0.9897310987669884,0.9965735982708578,0.9852469531751122,0.9889652235266204,0.9940765539261832
experiment #12,SVM (mean),0.975448536355052,0.9770516279065968,0.9855520743440004,0.972568578553616,0.9762643880413112,0.9868503723967316,0.9948979591836736,0.961468724510528,0.9769830311408642,0.9836065573770492,0.9693268579772376,0.9808309974145112
experiment #12,SVM (EM),0.9830028328611898,0.9812264058482602,0.9885521011246686,0.9848101265822784,0.9773518537019348,0.9886856314160092,0.9923469387755102,0.9720837681264924,0.982349435898976,0.98856416772554,0.9751991722853,0.9848411259674286
experiment #12,Decision Tree,0.9792256846081208,0.9744537260530666,0.9862688904893596,0.9872122762148338,0.9648389167568427,0.9824163202205396,0.9846938775510204,0.9666767313683094,0.9836538695191932,0.9859514687100894,0.9664680828402246,0.9820142542163884
experiment #13,Neural Network (mean),0.9820585457979226,0.9832358708899264,0.9888146338003044,0.9872611464968152,0.986985913741302,0.9927918373414452,0.9885204081632653,0.9882698857957856,0.9944815117496748,0.9878903760356916,0.9887512966018271,0.9924924605931188
